,Release,Currency,Symbol,Programming language of implementation,Notes,Date,Close,Market Cap
14712,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-04-08,5.55,5030532088.0
14713,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-04-07,5.46,4943668666.0
14714,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-04-06,5.35,4846120940.0
14715,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-04-05,5.34,4838919328.0
14716,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-04-04,5.08,4605061837.0
14717,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-04-03,5.22,4734549009.0
14718,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-04-02,5.03,4557660508.0
14719,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-04-01,4.2,3807590153.0
14720,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-31,4.18,3786438263.0
14721,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-30,4.14,3748242662.0
14722,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-29,4.28,3882296554.0
14723,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-28,4.27,3873590435.0
14724,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-27,4.32,3914757365.0
14725,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-26,3.76,3404142584.0
14726,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-25,3.68,3331166741.0
14727,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-24,3.66,3313261401.0
14728,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-23,3.69,3346464403.0
14729,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-22,3.65,3307232027.0
14730,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-21,3.67,3321769330.0
14731,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-20,3.75,3395682174.0
14732,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-19,3.78,3424468108.0
14733,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-18,3.75,3398791324.0
14734,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-17,3.78,3421714410.0
14735,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-16,3.83,3473915116.0
14736,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-15,3.72,3369813895.0
14737,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-14,3.61,3267847743.0
14738,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-13,3.62,3277658399.0
14739,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-12,3.66,3319263767.0
14740,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-11,3.6,3258514494.0
14741,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-10,3.74,3385724370.0
14742,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-09,3.77,3415825939.0
14743,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-08,3.63,3292827022.0
14744,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-07,3.79,3433028541.0
14745,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-06,3.77,3415997711.0
14746,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-05,3.78,3426684670.0
14747,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-04,3.28,2969556512.0
14748,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-03,3.55,3220736332.0
14749,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-02,3.52,3189533494.0
14750,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-03-01,3.52,3186278436.0
14751,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-28,3.54,3207737515.0
14752,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-27,3.53,3199298725.0
14753,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-26,3.47,3147734559.0
14754,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-25,3.59,3253863914.0
14755,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-24,3.59,3254300690.0
14756,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-23,4.27,3867579299.0
14757,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-22,3.89,3526468020.0
14758,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-21,3.81,3449084067.0
14759,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-20,3.92,3553278085.0
14760,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-19,3.57,3231790105.0
14761,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-18,3.47,3144033218.0
14762,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-17,2.88,2611983794.0
14763,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-16,2.82,2553361556.0
14764,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-15,2.8,2538676427.0
14765,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-14,2.75,2493031592.0
14766,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-13,2.88,2606569746.0
14767,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-12,2.95,2671034011.0
14768,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-11,2.76,2499834507.0
14769,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-10,2.84,2572785405.0
14770,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-09,2.78,2521147572.0
14771,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-08,2.72,2465412210.0
14772,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-07,2.35,2125592025.0
14773,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-06,2.35,2129207607.0
14774,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-05,2.39,2164642819.0
14775,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-04,2.4,2175307282.0
14776,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-03,2.38,2152844813.0
14777,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-02,2.43,2203259244.0
14778,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-02-01,2.34,2120782711.0
14779,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-31,2.32,2103041931.0
14780,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-30,2.34,2118810978.0
14781,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-29,2.28,2062804208.0
14782,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-28,2.25,2039338985.0
14783,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-27,2.38,2153656962.0
14784,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-26,2.44,2207520178.0
14785,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-25,2.45,2224514134.0
14786,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-24,2.45,2223251406.0
14787,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-23,2.44,2211327785.0
14788,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-22,2.45,2218376062.0
14789,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-21,2.35,2132530758.0
14790,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-20,2.37,2145396773.0
14791,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-19,2.49,2253727490.0
14792,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-18,2.47,2238137993.0
14793,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-17,2.52,2279567084.0
14794,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-16,2.45,2218016458.0
14795,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-15,2.4,2178230225.0
14796,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-14,2.48,2246640413.0
14797,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-13,2.26,2048265249.0
14798,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-12,2.43,2199816780.0
14799,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-11,2.42,2190332346.0
14800,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-10,2.44,2207725769.0
14801,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-09,2.91,2639474098.0
14802,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-08,2.8,2535297817.0
14803,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-07,2.77,2508645599.0
14804,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-06,2.88,2605701211.0
14805,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-05,2.7,2446379263.0
14806,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-04,2.72,2466477575.0
14807,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-03,2.68,2430015632.0
14808,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-02,2.89,2616899859.0
14809,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2019-01-01,2.66,2413813876.0
14810,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-31,2.57,2326269031.0
14811,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-30,2.68,2430234521.0
14812,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-29,2.63,2382126415.0
14813,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-28,2.65,2397824243.0
14814,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-27,2.32,2104540284.0
14815,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-26,2.6,2358484613.0
14816,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-25,2.52,2286352110.0
14817,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-24,2.79,2527803643.0
14818,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-23,2.82,2556251264.0
14819,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-22,2.62,2373938353.0
14820,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-21,2.62,2374525413.0
14821,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-20,2.75,2496639637.0
14822,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-19,2.5,2262821400.0
14823,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-18,2.64,2396904100.0
14824,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-17,2.4,2173786215.0
14825,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-16,1.92,1735542213.0
14826,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-15,1.9,1721765533.0
14827,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-14,1.83,1656986238.0
14828,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-13,1.85,1677254663.0
14829,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-12,1.98,1793934573.0
14830,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-11,1.85,1675492691.0
14831,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-10,1.94,1755655525.0
14832,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-09,2.03,1841702984.0
14833,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-08,1.84,1670778477.0
14834,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-07,1.74,1579752652.0
14835,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-06,1.87,1692853131.0
14836,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-05,2.2,1989562136.0
14837,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-04,2.46,2225210584.0
14838,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-03,2.59,2350428736.0
14839,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-02,2.85,2582234218.0
14840,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-12-01,2.96,2679991965.0
14841,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-30,2.88,2612613989.0
14842,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-29,3.02,2738537137.0
14843,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-28,3.28,2971913051.0
14844,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-27,3.03,2746076768.0
14845,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-26,3.18,2885294143.0
14846,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-25,3.35,3035993644.0
14847,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-24,3.26,2955618764.0
14848,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-23,3.6,3262844921.0
14849,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-22,3.55,3221311708.0
14850,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-21,3.81,3453709206.0
14851,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-20,3.71,3359849399.0
14852,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-19,4.08,3700198815.0
14853,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-18,4.59,4157281665.0
14854,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-17,4.57,4144050486.0
14855,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-16,4.55,4121158735.0
14856,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-15,4.69,4248594923.0
14857,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-14,4.64,4201134866.0
14858,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-13,5.23,4736408545.0
14859,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-12,5.4,4895690187.0
14860,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-11,5.44,4933408109.0
14861,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-10,5.42,4913380092.0
14862,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-09,5.38,4878118094.0
14863,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-08,5.5,4988779685.0
14864,2017,EOS,EOS,"WebAssembly, Rust, C, C++",Feeless Smart contract platform for decentralized applications and decentralized autonomous corporations with a block time of 500 ms.,2018-11-07,5.65,5119904291.0
