,Release,Currency,Symbol,Programming language of implementation,Notes,Date,Close,Market Cap
4363,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-08-01,7.7,236842317.0
4364,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-31,7.54,231571797.0
4365,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-30,7.26,222942115.0
4366,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-29,7.65,234651619.0
4367,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-28,7.59,232452558.0
4368,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-27,7.75,237272311.0
4369,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-26,7.6,232448299.0
4370,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-25,7.55,230732688.0
4371,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-24,7.79,237772442.0
4372,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-23,8.46,257834876.0
4373,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-22,8.57,260848185.0
4374,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-21,8.59,261205032.0
4375,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-20,8.46,257181142.0
4376,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-19,8.61,261438257.0
4377,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-18,8.72,264678393.0
4378,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-17,8.66,262366093.0
4379,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-16,8.32,251714671.0
4380,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-15,8.56,258822180.0
4381,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-14,8.62,260429576.0
4382,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-13,8.9,268580780.0
4383,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-12,8.62,259912223.0
4384,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-11,7.85,236611873.0
4385,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-10,7.79,234521056.0
4386,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-09,7.79,234282301.0
4387,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-08,7.73,232183694.0
4388,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-07,7.56,226829767.0
4389,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-06,7.11,213119531.0
4390,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-05,7.28,218022177.0
4391,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-04,7.34,219591692.0
4392,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-03,8.03,239873583.0
4393,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-02,8.16,243606662.0
4394,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-07-01,7.79,232339379.0
4395,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-30,8.95,266443466.0
4396,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-29,8.96,266478903.0
4397,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-28,9.19,273207267.0
4398,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-27,9.25,274519604.0
4399,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-26,9.09,269600246.0
4400,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-25,9.19,272282462.0
4401,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-24,9.63,284880058.0
4402,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-23,9.72,287294472.0
4403,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-22,9.77,288634366.0
4404,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-21,9.83,290122802.0
4405,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-20,9.83,289764156.0
4406,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-19,9.99,294190467.0
4407,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-18,9.68,284759345.0
4408,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-17,9.66,283800362.0
4409,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-16,9.71,284983467.0
4410,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-15,9.94,291408646.0
4411,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-14,9.93,290680468.0
4412,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-13,10.25,299787430.0
4413,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-12,10.17,297260107.0
4414,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-11,10.94,319486181.0
4415,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-10,11.11,324076640.0
4416,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-09,11.18,325861069.0
4417,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-08,11.27,328136706.0
4418,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-07,11.11,323068519.0
4419,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-06,11.2,325471386.0
4420,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-05,11.29,327771361.0
4421,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-04,11.06,320682902.0
4422,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-03,11.48,332529801.0
4423,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-02,11.36,328534934.0
4424,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-06-01,11.14,321886754.0
4425,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-31,10.93,315569115.0
4426,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-30,11.25,324459188.0
4427,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-29,10.78,310623921.0
4428,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-28,11.03,317495388.0
4429,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-27,11.15,320498532.0
4430,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-26,11.56,331980686.0
4431,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-25,11.53,330645031.0
4432,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-24,11.1,317917369.0
4433,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-23,11.23,321366903.0
4434,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-22,10.67,305059250.0
4435,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-21,10.59,302585814.0
4436,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-20,10.63,303489672.0
4437,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-19,10.3,293780065.0
4438,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-18,10.36,295067599.0
4439,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-17,10.35,294416682.0
4440,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-16,10.41,295966897.0
4441,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-15,10.45,296765402.0
4442,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-14,10.43,295896549.0
4443,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-13,10.42,295229152.0
4444,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-12,10.41,294568724.0
4445,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-11,10.36,292764985.0
4446,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-10,10.73,303123701.0
4447,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-09,10.75,303219522.0
4448,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-08,10.45,294361216.0
4449,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-07,10.51,295949634.0
4450,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-06,10.33,290536513.0
4451,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-05,10.18,286082068.0
4452,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-04,10.32,289710925.0
4453,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-03,10.31,289124629.0
4454,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-02,10.5,294193093.0
4455,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-05-01,11.1,310545992.0
4456,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-30,10.9,304767508.0
4457,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-29,10.4,290421331.0
4458,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-28,10.13,282568098.0
4459,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-27,9.92,276208303.0
4460,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-26,10.57,294189037.0
4461,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-25,10.79,299875702.0
4462,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-24,12.55,348458555.0
4463,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-23,12.13,336190284.0
4464,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-22,12.07,334153548.0
4465,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-21,12.5,345727766.0
4466,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-20,12.62,348851803.0
4467,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-19,12.82,354010043.0
4468,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-18,12.06,332602568.0
4469,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-17,12.52,344956053.0
4470,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-16,13.37,368220847.0
4471,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-15,13.25,364357867.0
4472,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-14,11.52,316445266.0
4473,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-13,10.31,283018902.0
4474,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-12,10.66,292402809.0
4475,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-11,10.95,299840559.0
4476,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-10,8.46,231476834.0
4477,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-09,11.19,305801585.0
4478,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-08,11.36,310191371.0
4479,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-07,11.26,307136288.0
4480,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-06,11.64,317257057.0
4481,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-05,11.19,304757612.0
4482,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-04,11.02,299786553.0
4483,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-03,11.05,300151376.0
4484,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-02,11.29,306358106.0
4485,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-04-01,13.13,355878160.0
4486,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-31,12.75,345019140.0
4487,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-30,13.14,355252000.0
4488,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-29,13.45,363341784.0
4489,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-28,13.74,370861229.0
4490,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-27,12.48,336294478.0
4491,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-26,16.27,438156239.0
4492,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-25,16.3,438356618.0
4493,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-24,16.19,434893281.0
4494,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-23,15.36,412287805.0
4495,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-22,15.71,421172082.0
4496,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-21,15.7,420458159.0
4497,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-20,16.47,440648123.0
4498,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-19,17.24,460691557.0
4499,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-18,19.42,518408963.0
4500,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-17,17.31,461603114.0
4501,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-16,17.35,461985420.0
4502,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-15,16.9,449592796.0
4503,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-14,16.59,440668385.0
4504,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-13,17.02,451754039.0
4505,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-12,17.18,455435484.0
4506,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-11,16.14,427241058.0
4507,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-10,16.01,423281448.0
4508,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-09,16.0,422618819.0
4509,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-08,15.41,406544764.0
4510,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-07,15.85,417693172.0
4511,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-06,16.46,433075092.0
4512,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-05,16.34,429412003.0
4513,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-04,17.07,448173873.0
4514,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-03,14.27,374233554.0
4515,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-02,12.74,333811993.0
4516,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-03-01,13.65,356989312.0
4517,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-28,13.23,345605860.0
4518,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-27,14.29,372944546.0
4519,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-26,14.23,370893670.0
4520,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-25,13.82,359987383.0
4521,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-24,14.55,378425456.0
4522,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-23,15.49,402561438.0
4523,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-22,14.94,387623902.0
4524,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-21,13.89,359987591.0
4525,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-20,13.98,361745106.0
4526,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-19,15.73,406796880.0
4527,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-18,15.62,403505335.0
4528,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-17,15.49,399704819.0
4529,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-16,15.2,391929166.0
4530,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-15,16.17,416108926.0
4531,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-14,16.41,421730893.0
4532,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-13,15.29,392563440.0
4533,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-12,16.95,434725215.0
4534,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-11,17.46,447413423.0
4535,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-10,17.74,453940697.0
4536,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-09,18.22,465931063.0
4537,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-08,18.08,462123837.0
4538,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-07,18.54,473204430.0
4539,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-06,19.91,507773092.0
4540,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-05,20.78,529283941.0
4541,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-04,21.46,545887605.0
4542,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-03,21.91,556423138.0
4543,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-02,22.4,568439658.0
4544,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-02-01,22.47,569695858.0
4545,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-31,22.13,560600080.0
4546,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-30,21.69,548762514.0
4547,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-29,21.92,553857225.0
4548,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-28,21.55,543554115.0
4549,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-27,20.02,504296471.0
4550,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-26,24.12,607236052.0
4551,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-25,23.08,580530030.0
4552,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-24,20.72,520731150.0
4553,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-23,22.38,561898079.0
4554,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-22,23.65,593239597.0
4555,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-21,24.73,619900822.0
4556,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-20,25.2,631102444.0
4557,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-19,25.44,636410661.0
4558,2011,Litecoin,"LTC, Ł",C++,One of the first cryptocurrencies to use Scrypt as a hashing algorithm.,2014-01-18,24.55,613518273.0
